Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
88FL,SAILFISH POINT,SEWALL'S POINT,FL,27.17,-80.156667,5,
88G,GRADOLPH FLD,PETERSBURG,MI,41.92,-83.735,673,122.9
88IL,RICHARDS,MOKENA,IL,41.516667,-87.883333,665,
88IN,GARDNER,BOGGSTOWN,IN,39.58,-85.931667,740,
88J,ALLENDALE COUNTY,ALLENDALE,SC,32.995,-81.27,161,122.8
88LA,FREEBIRD FIELD,LAFAYETTE,LA,30.13,-92.135,20,
88LL,BLOCK,PEARL CITY,IL,42.191667,-89.838333,917,
88M,EUREKA,EUREKA,MT,48.968333,-115.07,2668,122.9
88MO,HOWELL VALLEY,WEST PLAINS,MO,36.701667,-91.803333,950,
88ND,GOODMAN STRIP,MILTON,ND,48.708333,-97.993333,1560,
88NE,ENSOR FIELD,JOHNSON,NE,40.403333,-96.016667,1170,
88NJ,GARDEN STATE PARK,CHERRY HILL,NJ,39.928333,-75.043333,36,
88NY,ZELAZNY,SHELBY,NY,43.158333,-78.358333,635,
88OH,CHIPPEWA FIELD,WILLISTON,OH,41.6,-83.316667,596,
88OI,AKRON CITY HOSPITAL,AKRON,OH,41.08,-81.5,1120,
88PA,MC COY,CLINTON,PA,40.54,-80.413333,1200,
88PN,WILD BLUE YONDER FARM,BEDMINSTER,PA,40.431667,-75.19,360,
88R,AUSTIN AIR RANCH,SPICEWOOD,TX,30.478333,-98.121667,830,122.8
88TS,MC QUAID,MINERAL WELLS,TX,32.833333,-98.051667,887,
88TX,SEARS,BUFFALO GAP,TX,32.205,-100.04167,2400,
88U,PLUHAR,COHAGEN,MT,47.136667,-106.48833,2715,
88V,GREASEWOOD,GANADO,AZ,35.516667,-109.86333,6000,122.9
88WA,PERSONAL 500 SALES CO.,SUMNER,WA,47.203333,-122.22333,50,
88WI,NICOLET,GREEN BAY,WI,44.508333,-87.86,790,
88XS,BOGAN & FONTENOT,NOME,TX,30.018333,-94.388333,35,
88Y,PERKINS MEMORIAL AIRPARK,CHAMBERS,NE,42.2,-98.735,2129,122.9
89CA,SWANSON RANCH NR 2,RIVERDALE,CA,36.466667,-119.885,237,
89D,KELLEYS ISLAND LAND FLD,KELLEYS ISLAND,OH,41.603333,-82.685,598,122.9
89E,TWO LINK RANCH,ROSWELL,NM,33.383333,-104.54833,3640,
89FL,FICO FARMS,WEWAHITCHKA,FL,30.058333,-85.281667,18,
89G,HIVIEW,WOODVILLE,OH,41.416667,-83.383333,653,
89I,KESTER FLY INN,FARMERSBURG,IN,39.278333,-87.413333,575,
89IL,UMC TRAUMA CENTER,MOLINE,IL,41.503333,-90.526667,695,
89IN,LLOYD,CHRISNEY,IN,37.985,-87.116667,449,
89K,FARRIS STRIP,FAUCETT,MO,39.588333,-94.783333,1054,
89L,KELLY,PALM DESERT,CA,33.686667,-116.39667,720,
89LA,ACADIANA ONE OFFICE BLDG,LAFAYETTE,LA,30.175,-92.08,30,
89LL,NORMAN,PEOTONE,IL,41.358333,-87.725,750,
89MN,BESKAR,TAYLORS FALLS,MN,45.388333,-92.696667,900,
89MO,BISHOP'S LANDING,WESTLINE,MO,38.583333,-94.58,1000,
89ND,POLESCHOOK,MINOT,ND,47.911667,-101.25,2245,
89NY,SHELDON AIRSTRIP,SHELDON,NY,42.758333,-78.391667,1550,
89OH,GRANATIR,WINTERSVILLE,OH,40.425,-80.675,1180,
89OI,CIRCLE C,BERLIN CENTER,OH,41.038333,-80.983333,1042,
89OK,NEVERSWEAT TOO,SALLISAW,OK,35.443333,-94.896667,565,
89OR,MUCKY FLAT,EAGLE POINT,OR,42.598333,-122.71333,2000,
89PA,PORT ENGEL,COCHRANTON,PA,41.456667,-79.983333,1050,
89TS,CARTER RANCH,OAKWOOD,TX,31.566667,-95.766667,215,
89TX,AERO-BEE RANCH AIRSTRIP,BURNET,TX,30.88,-98.416667,1242,
89W,SMITH,ARCOLA,VA,38.928333,-77.563333,365,
89WA,WILLIAMS AIRPATCH,ARLINGTON,WA,48.27,-122.02,130,
89WI,TUSCHEN,JONESDALE,WI,42.906667,-90.031667,1060,
89X,MIAMI POLICE,MIAMI,FL,25.778333,-80.198333,70,
89XS,JOE RYE,PEARLAND,TX,29.585,-95.303333,49,
8A0,THE ALBERTVILLE MUNI-THOMAS J BR,ALBERTVILLE,AL,34.228333,-86.255,1032,123
8A1,GUNTERSVILLE MUNI,GUNTERSVILLE,AL,34.4,-86.27,610,122.8
8A3,LIVINGSTON MUNI,LIVINGSTON,TN,36.411667,-85.311667,1372,122.8
8A5,GORDEN E BELLAH INTERNATIONAL,STOCKBRIDGE,GA,33.55,-84.166667,780,
8A6,WILGROVE AIR PARK,CHARLOTTE,NC,35.213333,-80.67,799,122.8
8A7,TWIN LAKES,MOCKSVILLE,NC,35.915,-80.456667,818,122.7
8A8,O NEAL FIELD,GREER,SC,35.006667,-82.265,929,
8A9,SOUTH FULTON,PALMETTO,GA,33.538333,-84.638333,1025,123
8AK0,DIAMOND NN CANNERY,SOUTH NAKNEK,AK,58.711667,-156.995,60,
8AK4,SCOUT LAKE,STERLING,AK,60.533333,-150.85167,245,
8AK6,LITTLE SUSITNA,SUSITNA STATION,AK,61.371667,-150.26167,70,
8AK7,SUSITNA LODGE,SUSITNA LODGE,AK,63.09,-147.475,2675,122.9
8AK9,TOK 2,TOK,AK,63.3,-143.02333,1630,122.8
8B0,RANGELEY MUNI,RANGELEY,ME,44.991667,-70.663333,1824,122.8
8B1,HAWTHORNE-FEATHER AIRPARK,HILLSBORO,NH,43.066667,-71.9,600,122.8
8B2,TWIN MOUNTAIN,TWIN MOUNTAIN,NH,44.263333,-71.548333,1459,122.8
8B4,FARNSWORTHS AIR STRIP,NORTH ROSE,NY,43.191667,-76.885,420,122.9
8B5,TANNER-HILLER,BARRE/BARRE PLAINS,MA,42.355,-72.128333,584,123
8B8,LAKES REGION,WOLFEBORO,NH,43.588333,-71.266667,580,122.8
8C0,PRAIRIE CITY-KROHN,PRAIRIE CITY,IA,41.633333,-93.2,935,122.9
8C1,SIG-NOR,SIGOURNEY,IA,41.383333,-92.183333,818,122.9
8C2,SULLY MUNI,SULLY,IA,41.571667,-92.846667,922,122.9
8C3,TAMA,TAMA,IA,41.95,-92.576667,813,
8C4,MATHEWS MEMORIAL,TIPTON,IA,41.763333,-91.153333,840,122.9
8C5,TOLEDO MUNI,TOLEDO,IA,41.991667,-92.561667,960,122.9
8C6,TRAER MUNI,TRAER,IA,42.198333,-92.458333,892,122.9
8C8,FLYERS,WATERLOO,IA,42.416667,-92.25,830,122.9
8C9,MURPHY FIELD PRIVATE,WELLMAN,IA,41.421667,-91.833333,803,
8CA0,OSBORNE PRIVATE,VICTORVILLE,CA,34.583333,-117.26667,2800,
8CA1,MERLE NORMAN COSMETICS (SYLMAR),SYLMAR,CA,34.305,-118.465,1215,
8CA2,AUBURN CDF,AUBURN,CA,38.935,-121.05333,1635,
8CA3,HIGH HILL RANCH,CAMINO,CA,38.741667,-120.71833,2885,
8CA4,SCE EASTERN DIVISION,SAN BERNARDINO,CA,34.105,-117.35167,1205,
8CA5,PINES AIRPARK,WINCHESTER,CA,33.645,-117.11,1420,
8CA6,YUCCA VALLEY SERVICE CENTER,YUCCA VALLEY,CA,34.126667,-116.41333,3238,
8CA7,PLATFORM HENRY,CARPINTERIA,CA,34.333333,-119.56167,111,
8CA8,WALLOM FIELD,LODI,CA,38.066667,-121.20833,56,
8CA9,KGTV-10 PARKING LOT,SAN DIEGO,CA,32.72,-117.09833,200,
8CO0,KENT,WIGGINS,CO,40.253333,-104.00333,4480,
8CO2,WILLIAM LEON SCHAWO,BRIGGSDALE,CO,40.67,-104.20833,4950,
8CO5,WIDNER,HOTCHKISS,CO,38.833333,-107.89167,6020,
8CO6,ARKANSAS VALLEY REGIONAL MEDICAL,LA JUNTA,CO,37.961667,-103.55,4124,
8CO7,COLORADO ANTIQUE FIELD,NIWOT,CO,40.121667,-105.17167,5069,
8CO8,KOENIG,YUMA,CO,40.108333,-102.72833,4150,
8CO9,REGENCY,DENVER,CO,39.77,-104.99167,5200,
8D0,MOLE,GRAFTON,OH,41.261667,-81.99,854,
8D1,NEW HOLSTEIN MUNI,NEW HOLSTEIN,WI,43.943333,-88.115,992,123
8D3,SISSETON MUNI,SISSETON,SD,45.67,-96.996667,1161,122.9
8D4,SPARTA,SPARTA,MI,43.128333,-85.676667,761,122.8
8D5,WOERNER FLD,GENEVA,OH,41.825,-80.92,640,122.9
8D6,MC INTOSH MUNI,MC INTOSH,SD,45.908333,-101.34667,2251,122.9
8D7,CLARK COUNTY,CLARK,SD,44.895,-97.708333,1793,122.8
8D8,LAKE ANDES MUNI,LAKE ANDES,SD,43.148333,-98.54,1475,122.9
8D9,HOWARD MUNI,HOWARD,SD,44.028333,-97.538333,1582,122.9
8E0,BRAVE BULL RANCH RESORT,CATALINA,AZ,32.496667,-110.89167,3040,
8E1,ROBIN,CHINO VALLEY,AZ,34.745,-112.445,4772,
8E3,CONTINENTAL,CONTINENTAL,AZ,31.843333,-110.97667,2869,
8E4,VALLEY FARMS,COOLIDGE,AZ,32.993333,-111.45167,1478,
8E5,SARITA,COOLIDGE,AZ,32.935,-111.485,1464,
8E6,CORDES,CORDES,AZ,34.305,-112.165,3810,
8E8,BAR HEART RANCH,DRAKE,AZ,34.98,-112.29667,4445,
8F1,PETES AIRPARK,WETUMKA,OK,35.228333,-96.23,771,
8F2,J-BAR RANCH,CRANE,TX,31.528333,-102.52833,2667,
8F3,CROSBYTON MUNICIPAL,CROSBYTON,TX,33.623333,-101.24167,3017,122.8
8F4,FOARD COUNTY,CROWELL,TX,33.98,-99.713333,1479,122.9
8F5,GREATER MORRIS COUNTY,DAINGERFIELD,TX,33.126667,-94.698333,402,122.9
8F6,MURDO MUNICIPAL,MURDO,ND,43.85166,-100.712,2263,122.8
8F8,MC KEON AVIATION,DENISON,TX,33.735,-96.626667,750,
8FD0,SALE'S FIELD,MADISON,FL,30.603333,-83.538333,150,
8FD1,BUCKNER,MC ALPIN,FL,30.098333,-82.928333,90,
8FD2,THE FLYING HORSEMAN,MELROSE,FL,29.715,-82.095,192,
8FD3,BLACKWATER AIRFIELD,MUNSON,FL,30.878333,-86.855,200,
8FD5,LYKES BRIGHTON,OKEECHOBEE,FL,27.188333,-81.086667,30,
8FD6,NAVAL HOSPITAL ORLANDO,ORLANDO,FL,28.581667,-81.321667,0,
8FD7,HUMANA HOSPITAL LUCERNE,ORLANDO,FL,28.531667,-81.378333,117,
8FD8,DUNKLIN,INDIANTOWN,FL,27.168333,-80.565,35,
8FD9,COLONY,LA BELLE,FL,26.753333,-81.385,17,
8FL0,HUTSON AIRFIELD,HASTINGS,FL,29.728333,-81.44,50,
8FL1,MC DONALD'S FIELD,ARCADIA,FL,27.196667,-81.915,54,
8FL2,NORTON,BELLEVIEW,FL,29.001667,-82.1,67,
8FL3,MC MECHEN,BELLEVIEW,FL,29.073333,-82,90,
8FL4,SNOW,BOCA RATON,FL,26.42,-80.186667,21,
8FL5,LE LAC,BOCA RATON,FL,26.413333,-80.135,16,
8FL6,GEORGE T MC CUTCHAN,HAROLD,FL,30.673333,-86.851667,160,
8FL7,CAPRA FARMS,GAINESVILLE,FL,29.685,-82.476667,175,
8FL8,JACKSONVILLE POLICE,JACKSONVILLE,FL,30.325,-81.651667,77,
8FL9,SOUTHWEST CITRUS,LABELLE,FL,26.663333,-81.423333,28,
8G0,INGALLS,HUNTING VALLEY,OH,41.48,-81.401667,736,
8G1,WILLARD,WILLARD,OH,41.038333,-82.725,967,122.9
8G2,CORRY-LAWRENCE,CORRY,PA,41.908333,-79.641667,1746,122.8
8G3,GIERMEK EXECUTIVE,OLEAN,NY,42.068333,-78.405,1420,122.9
8G4,PITTSBURGH METRO,PITTSBURGH,PA,40.355,-80.188333,1222,123
8G5,ST MARYS MUNI,ST MARYS,PA,41.411667,-78.503333,1934,122.7
8G6,HARRISON COUNTY,CADIZ,OH,40.238333,-81.013333,1175,122.8
8G7,ZELIENOPLE MUNI,ZELIENOPLE,PA,40.801667,-80.16,901,122.9
8G8,KOONS,SALEM,OH,40.883333,-80.883333,1327,122.9
8GA0,JIM'S PRIVATE,CONYERS,GA,33.598333,-84.143333,850,
8GA1,GUM CREEK,ROOPVILLE,GA,33.421667,-85.161667,1070,
8GA2,DWIGHT DAVID EISENHOWER ARMY MED,AUGUSTA,GA,33.43,-82.121667,400,
8GA3,CLARDY STRIP,LEESBURG,GA,31.775,-84.125,260,
8GA4,DOCTORS HOSPITAL,AUGUSTA,GA,33.488333,-82.095,354,
8GA5,MARION HOSPITAL,BUENA VISTA,GA,32.328333,-84.526667,740,
8GA6,S & S LANDING STRIP,GRIFFIN,GA,33.16,-84.318333,992,
8GA7,ETOWAH BEND,KINGSTON,GA,34.201667,-84.976667,620,
8GA8,FALCONS AERIE,CARROLLTON,GA,33.576667,-85.003333,1180,
8GA9,BROOK BRIDGE AERODROME,VAUGHN,GA,33.276667,-84.41,820,
8H0,GILES GRISWOLD,PLYMOUTH,IL,40.285,-90.906667,650,
8H1,DOWACTER,PLYMOUTH,IL,40.313333,-90.871667,601,
8H2,SEIGFRIED HALFPAP,QUINCY,IL,39.886667,-91.32,550,
8H3,BLICKHAN LNDG AREA,QUINCY,IL,40.008333,-91.381667,635,
8H4,VOGES AIRSTRIP,RED BUD,IL,38.216667,-89.975,424,
8H5,OUR LADY IMMACULATA,RED BUD,IL,38.221667,-90.098333,540,
8H9,STANTON,RIVERTON,IL,39.823333,-89.503333,580,
8I1,ROBINSON,VEVAY,IN,38.695,-85.198333,484,122.9
8I2,SHADES STATE PARK,WAVELAND,IN,39.931667,-87.065,780,122.9
8I3,GLENNDALE,KOKOMO,IN,40.433333,-86.203333,850,122.9
8I6,RAYS AIR STRIP,FALMOUTH,KY,38.703333,-84.328333,570,
8I8,DOUBLE J,FAYETTEVILLE,OH,39.22,-83.953333,972,
8I9,DILLON FARM ARPK,LIBERTY,KY,37.26,-85.048333,1057,
8II0,ALLEN AND GLOSS,BENNINGTON,IN,38.856667,-85.101667,880,
8II1,WEISS,DALEVILLE,IN,40.11,-85.523333,950,
8II2,LUTHERAN HOSPITAL PARKING GARAGE,FORT WAYNE,IN,41.056667,-85.146667,816,
8II3,THRUST INDUSTRIES,HAUBSTADT,IN,38.213333,-87.58,460,
8II4,HELTON,HAZELWOOD,IN,39.615,-86.52,815,
8II5,HOLT FIELD,HOAGLAND,IN,40.9,-85,790,
8II6,ALLSION PLANT 5,INDIANAPOLIS,IN,39.733333,-86.205,780,
8II7,ALLISON PLANT 8,INDIANAPOLIS,IN,39.741667,-86.21,795,
8II8,ALLISON PLANT 3,INDIANAPOLIS,IN,39.78,-86.245,780,
8IL0,ADKINS RLA,HARVARD,IL,42.353333,-88.635,853,
8IL1,TWIN GARDENS,HARVARD,IL,42.408333,-88.653333,900,
8IL2,KIRKPATRICK,HARVARD,IL,42.485,-88.6,950,
8IL4,HARVARD HOSPITAL,HARVARD,IL,42.426667,-88.608333,980,
8IL5,NUMBER 2 MINE,ALBERS,IL,38.526667,-89.606667,431,
8IL6,NORRIS FARMS,HAVANA,IL,40.341667,-90.088333,432,
8IL7,DUTCH CREEK,MC HENRY,IL,42.371667,-88.243333,745,
8IL8,SOUTH SUBURBAN HOSPITAL,HAZEL CREST,IL,41.566667,-87.696667,665,
8IL9,LITTLE SISTER,HENNEPIN,IL,41.2,-89.35,450,
8IS0,ST JOSEPH'S HOSPITAL,BREESE,IL,38.626667,-89.523333,755,
8IS1,NELSON,CARLINVILLE,IL,39.308333,-89.993333,615,
8IS2,CENTRALIA CORRECTIONAL CENTER,CENTRALIA,IL,38.555,-89.193333,467,
8IS3,DEPT OF CORRECTIONS,GRAFTON,IL,38.973333,-90.461667,450,
8IS4,HILLSBORO HOSPITAL,HILLSBORO,IL,39.151667,-89.48,650,
8IS6,JERSEY COMMUNITY HOSPITAL,JERSEYVILLE,IL,39.111667,-90.343333,630,
8IS7,DEWEY,LELAND,IL,41.643333,-88.818333,710,
8IS9,ANDERSON HOSPITAL,MARYVILLE,IL,38.736667,-89.946667,590,
8J0,STYRON,FOLEY,AL,30.403333,-87.723333,120,
8J2,AMES FIELD,TRENTON,FL,29.586667,-82.871667,64,122.9
8J7,TOMLINSON FIELD,NEW ROCKFORD,ND,47.69633,-99.131166,1533,122.9
8J9,WIREGRASS HOSPITAL,GENEVA,AL,31.05,-85.891667,160,
8K0,BUCKLIN,BUCKLIN,KS,37.551667,-99.645,2418,122.9
8K2,HARPER MUNI,HARPER,KS,37.278333,-98.043333,1427,122.9
8K5,YATES CENTER,YATES CENTER,KS,37.863333,-95.763333,1140,122.9
8K6,CAWKER CITY,CAWKER CITY,KS,39.503333,-98.445,1482,122.9
8K7,PAUL WINDLE MUNI,GREENSBURG,KS,37.6,-99.275,2230,122.9
8K8,CIMARRON MUNI,CIMARRON,KS,37.83,-100.35,2752,122.9
8K9,MURPHYS PULLOUT,KETCHIKAN,AK,55.39,-131.73833,0,123.6
8KS0,MORGAN FARMS,ULYSSES,KS,37.813333,-101.45833,3190,
8KS1,NEU FIELD,BASEHOR,KS,39.171667,-94.98,920,
8KS2,KING RANCH,HAMILTON,KS,37.938333,-96.231667,1160,
8KS3,DAVIS AIRFIELD,HIAWATHA,KS,39.853333,-95.48,1100,
8KS6,WESLEY MEDICAL CENTER,WICHITA,KS,37.695,-97.298333,1440,
8KS7,PINE SOD RANCH,STILWELL,KS,38.733333,-94.645,1072,
8L2,COSTA MESA POLICE DEPARTMENT,COSTA MESA,CA,33.663333,-117.905,60,
8L3,AMARGOSA,DEATH VALLEY JUNCTION,CA,36.295,-116.42667,2037,
8L5,EAGLE MOUNTAIN PUMP PLANT LANDIN,DESERT CENTER,CA,33.801667,-115.45,984,
8L6,IRON MOUNTAIN PUMPING PLANT,DESERT CENTER,CA,34.135,-115.11833,890,
8L7,JULIAN HINDS PUMP PLANT AIRSTRIP,DESERT CENTER,CA,33.698333,-115.63667,1335,
8L8,DI GIORGIO RANCH LANDING STRIP,DI GIORGIO,CA,35.256667,-118.83333,517,
8LA0,TRANSCO SCHRIEVER,THIBODAUX,LA,29.746667,-90.83,7,
8LA1,CHEVRON USA INC.,VENICE,LA,29.26,-89.355,0,
8LA2,LOUISIANA STATE POLICE HEADQUART,BATON ROUGE,LA,30.448333,-91.136667,52,
8LA3,SHELL CENTRAL FACILITIES EAST BA,VENICE,LA,29.091667,-89.305,0,
8LA4,CONOCO INC. VENICE,VENICE,LA,29.26,-89.355,3,
8LA5,CHEVRON SOUTHPASS TANK BATTERY W,VENICE,LA,29.041667,-89.328333,0,
8LA6,DGS,VENICE,LA,29.241667,-89.385,0,
8LA7,SOUTHERN NATURAL GAS CO.,VERRET,LA,29.863333,-89.833333,5,
8LA9,KOLL,WELSH,LA,30.356667,-92.745,40,
8LL1,HUNTER,WOODSTOCK,IL,42.356667,-88.506667,914,
8LL2,ECKBERG,WYANET,IL,41.37,-89.56,670,
8LL3,WYOMING,WYOMING,IL,41.046667,-89.783333,720,
8LL8,KAZUMA,ERIE,IL,41.581667,-90.091667,631,
8M0,HARGROVE,STUTTGART,AR,34.513333,-91.563333,211,
8M1,BOONEVILLE/BALDWYN,BOONEVILLE/BALDWYN,MS,34.59,-88.646667,384,122.8
8M2,SALLY WOFFORD,WEINER,AR,35.588333,-90.908333,245,122.9
8M3,BARNESVILLE MUNI,BARNESVILLE,MN,46.665,-96.441667,980,122.9
8M4,EAST CAPE GIRARDEAU,MC CLURE,IL,37.288333,-89.451667,333,
8M6,MC VILLE MUNI,MC VILLE,ND,47.783333,-98.186667,1473,122.9
8M7,TRADEWATER,DAWSON SPRINGS,KY,37.188333,-87.675,405,122.9
8M9,PROVIDENCE-WEBSTER CO,PROVIDENCE,KY,37.425,-87.736667,393,122.8
8MI0,TROWBRIDGE FARMS,SOUTH HAVEN,MI,42.411667,-86.171667,640,
8MI1,B & G,GRAND RAPIDS,MI,42.89,-85.568333,755,
8MI3,TRIPLE H,PARCHMENT,MI,42.365,-85.556667,785,122.9
8MI4,RAETHER,HOWELL,MI,42.565,-88.856667,982,
8MI5,CONSUMERS POWER COMPANY,SOUTH HAVEN,MI,42.326667,-86.305,610,
8MI6,MUSKEGON GENERAL HOSPITAL,MUSKEGON,MI,43.238333,-86.201667,635,
8MI7,BASS LAKE,STEUBEN,MI,46.161667,-86.485,805,
8MI8,CUPP/SJVS LANDING STRIP,MENDON,MI,42.995,-85.455,850,
8MI9,WINTERS FIELD,CHELSEA,MI,42.305,-84.106667,1000,
8MN0,LAKE ZUMBRO,ORONOCO,MN,44.201667,-92.483333,920,
8MN1,STEWART FARMS,CANNON FALLS,MN,44.531667,-92.805,820,
8MN2,RICHTER RANCH,COHASSET,MN,47.316667,-93.591667,1340,
8MN4,SETHNEY PERSONAL,DEERWOOD,MN,46.38,-93.813333,1289,
8MN5,VIEIRA,LINO LAKES,MN,45.208333,-93.133333,900,
8MN6,LE NORE'S,FARMINGTON,MN,44.585,-93.185,960,
8MN8,PORTER,JACOBSON,MN,47.013333,-93.393333,1125,
8MN9,MAVENCAMP,MAPLE LAKE,MN,45.256667,-94.038333,1027,
8MO0,BARNES ST PETERS HOSPITAL,ST PETERS,MO,38.793333,-90.578333,513,
8MO1,EMERSON,REEDS SPRING,MO,36.738333,-93.381667,1385,
8MO3,CURTIS FIELD,RICHMOND,MO,39.325,-93.941667,760,
8MO4,JOAN LAKE,RICHWOODS,MO,38.208333,-90.866667,800,
8MO5,CAYTON PONY EXPRESS,MAYSVILLE,MO,39.823333,-94.383333,1043,
8MO6,PIKE COUNTY MEMORIAL HOSPITAL,LOUISIANA,MO,39.441667,-91.066667,508,
8MO7,BEAN LAKE,RUSHVILLE,MO,39.491667,-95.006667,780,
8MO8,FRAZIER,MONETT,MO,36.911667,-93.866667,1400,
8MO9,ST JOHN'S MERCY MEDICAL CENTER,ST LOUIS,MO,38.645,-90.446667,633,
8N0,ROCKINGHAM COUNTY,EDEN,NC,36.493333,-79.74,605,123.05
8N1,GRIMES,BETHEL,PA,40.485,-76.263333,582,122.8
8N3,SHANGRI LA,BURNHAM,PA,40.685,-77.475,760,
8N4,FLYING DOLLAR,CANADENSIS,PA,41.216667,-75.25,1400,122.9
8N5,DIETERS,CHERRYVILLE,PA,40.758333,-75.533333,777,
8N6,CARBONDALE-CLIFFORD,CARBONDALE,PA,41.655,-75.578333,1400,
8N7,MC GINNESS,COLUMBIA,PA,40.025,-76.486667,334,122.9
8N8,DANVILLE,DANVILLE,PA,40.951667,-76.643333,559,122.8
8NA0,TAPPEN AIRSTRIP,TAPPEN,ND,46.881667,-99.631667,1780,
8NA1,DEEP RIVER,UPHAM,ND,48.623333,-100.78333,1420,
8NA2,SLAUBAUGH AIRSTRIP,WOLFORD,ND,48.548333,-99.726667,1650,
8NA3,HAUGEN AIRSTRIP,YORK,ND,48.365,-99.54,1615,
8NA4,LOGGING CAMP PLATEAU AIRSTRIP,AMIDON,ND,46.615,-103.51833,2671,
8NA5,LIECHTY FARM,MONTPELIER,ND,46.663333,-98.63,1505,
8NA6,HARDY PRIVATE AIRSTRIP,NECHE,ND,48.945,-97.548333,827,
8NA7,CAMP GRAFTON,DEVILS LAKE,ND,48.063333,-98.93,1469,
8NA8,MILLER PRIVATE AIRSTRIP,GARRISON,ND,47.706667,-101.57667,2020,
8NA9,HASHBARGER FARM AIRSTRIP,HOPE,ND,47.328333,-97.678333,1195,
8NC0,BERTIE MEMORIAL HOSPITAL,WINDSOR,NC,36,-76.953333,5,
8NC1,DEAN WINGS PAST,CAMERON,NC,35.376667,-79.241667,480,
8NC2,BIG OAKS,CAROLEEN,NC,35.29,-81.785,1000,
8NC3,BILL JOHNSONS,FAYETTEVILLE,NC,34.95,-78.858333,95,
8NC4,DEAD DOG,PITTSBORO,NC,35.73,-79.313333,525,
8NC5,ADAMS,ROWLAND,NC,34.575,-79.248333,143,
8NC6,BROOKS FIELD,SILER CITY,NC,35.69,-79.406667,620,
8NC7,WHITEWOOD FOREST,SNEADS FERRY,NC,34.565,-77.438333,30,
8NC8,BILL JOHNSONS TOO,ST PAULS,NC,34.768333,-78.983333,155,
8ND0,HOLMSTROM,SARLES,ND,48.901667,-99.016667,1590,
8ND1,JOHNSON PRIVATE,UNDERWOOD,ND,47.463333,-100.99667,2000,
8ND3,BERGQUIST,AMIDON,ND,46.486667,-103.62,2830,
8ND5,AUSK STRIP,CHAFFEE,ND,46.763333,-97.405,1020,
8ND6,J VINING,CHAFFEE,ND,46.713333,-97.391667,1025,
8ND8,HOGGARTH FARM,COURTENAY,ND,47.25,-98.558333,1500,
8ND9,HAUGEN,DAZEY,ND,47.228333,-98.123333,1430,
8NE1,CULLAN,HEMINGFORD,NE,42.208333,-103.03,4210,
8NE2,P & R,CEDAR CREEK,NE,41.041667,-96.033333,1100,
8NE3,SMITH FIELD,CHAMPION,NE,40.481667,-101.81333,3380,
8NE4,BORNEMEIER AIRSTRIP,ELMWOOD,NE,40.871667,-96.291667,1292,
8NE5,X1 RANCH,ERICSON,NE,41.79,-98.73,2070,
8NE6,FRANKLIN'S PLAINVIEW,FRANKLIN,NE,40.121667,-98.925,2000,
8NE7,SMITH,FRANKLIN,NE,40.1,-99,1948,
8NJ0,WINCHELSEA,PORT REPUBLIC,NJ,39.518333,-74.508333,30,
8NJ1,MERCK READINGTON TOWNSHIP,READINGTON TOWNSHIP,NJ,40.64,-74.765,185,
8NJ3,LEMBO,PATERSON,NJ,40.903333,-74.133333,40,
8NJ4,SOUTH JERSEY HOSPITAL SYSTEM,BRIDGETON,NJ,39.436667,-75.221667,100,
8NJ5,KENNEDY STADIUM,HARRISON,NJ,40.746667,-74.158333,7,
8NJ6,LAMINGTON HOUSE,BEDMINSTER,NJ,40.651667,-74.696667,210,
8NJ8,KRAEMER,RICHWOOD,NJ,39.745,-75.158333,110,
8NJ9,RONSON 287,SOMERVILLE,NJ,40.576667,-74.571667,142,
8NY0,SULLIVAN CORRECTIONAL FACILITY,WOODBOURNE,NY,41.72,-74.581667,1436,
8NY1,JAMES CARL MEMORIAL,ROSCOE,NY,41.985,-74.935,1863,
8NY2,MOUNTAIN FRESH FARM,MILTON,NY,41.685,-73.993333,350,
8NY6,111 WALL STREET,NEW YORK,NY,40.705,-74.008333,360,
8NY7,SHA-WAN-GA VALLEY,BLOOMINGBURG,NY,41.571667,-74.401667,437,
8NY8,PARA-TECH,CLARKSON,NY,43.258333,-77.99,403,
8NY9,WESTPORT,WESTPORT,NY,44.158333,-73.433333,276,
8OH0,ASHTABULA CO MED CTR,ASHTABULA,OH,41.88,-80.793333,640,
8OH1,DEACONESS HOSPITAL,CLEVELAND,OH,41.44,-81.705,768,
8OH3,J AND B SKY RANCH,COITSVILLE,OH,41.116667,-80.523333,1125,
8OH4,BARTHOLOW AIRFIELD,COLUMBIANA,OH,40.843333,-80.703333,1260,
8OH5,URBAN,CORTLAND,OH,41.381667,-80.711667,1045,
8OH6,ODOT DIST 4 SUMMIT CO,CUYAHOGA FALLS,OH,41.141667,-81.466667,1029,
8OH7,MORRIS FIELD,EAST PALESTINE,OH,40.881667,-80.6,1250,
8OH8,ALLEN,DORSET,OH,41.668333,-80.685,985,
8OH9,UNIVERSITY HOSPITAL/SICU,CINCINNATI,OH,39.136667,-84.503333,915,
8OI0,BRANNON FIELD,NEWBURY,OH,41.455,-81.245,1250,
8OI2,CORTLAND,CORTLAND,OH,41.321667,-80.733333,972,
8OI3,ALLEN,CORTLAND,OH,41.373333,-80.668333,1105,
8OI4,ST JOHN MEDICAL CENTER,STEUBENVILLE,OH,40.366667,-80.658333,1220,
8OI5,CLUM,THORNVILLE,OH,39.881667,-82.415,1115,
